topic,sentiment,text
c,0,"@JuliaLBach8 @PlumRemson @angrybklynmom It would not. The events that stopped the AZ trial in fact turned out to be unrelated to the vaccine, in the end, and never showed up in the field. Myocarditis was never seen in Moderna or Pfizer trials to my knowledge.  Trial stoppages are not unusual, they are why we run trials"
i,-,"I have been holding my breath because our cases numbers were so high that inevitably, a child will die from COVID in AB 💔. So heartbreaking for this family. https://t.co/itDRK7rVHc"
c,-,"@AHS_media No vaccinee for children you evil person, no data expected from Pfizer until 2023-2024 on the efficacy of this on children who this virus does not effect.  Do not let your children be Guinea pigs for the rest of the world. Why are we wearing masks again while double  vaccinated?"
o,0,It’s okay to have questions about #COVID19 vaccines. Our QA has answers to frequently asked questions: https://t.co/g6nVfICrff   You can also call the Provincial Vaccine Confidence Line at 1-833-943-3900 or use the SickKids COVID-19 Vaccine Service: https://t.co/sIZCpO6w6d https://t.co/umwKwC5NGI
g,0,MLA called out for not using right proof of COVID-19 vaccination at Winnipeg café #cbcmb https://t.co/7gc9ZlQGjy
o,0,Warehouse Team Member - $100 Sign-on bonus w/ proof of vaccination from Amazon #Amazon #Hiring https://t.co/ieTVGdjDeg
g,-,"@s_guilbeault Equitable Canada you say. As an MP you have access to a doctor 24/7, mine is retiring so I'm back on a wait list. During the hight of covid you and your family had access to private testing, no waiting. You have a lucrative pension, inflation is through the roof. #zeroleadership"
c,-,"@WilliamBHoenig @ianmSC Stop resisting, citizen! We are exiling you from society until you let us inject you with Pfizer juice simply because we care about you 🥺🥺🥺"
c,0,I am going out and buy some Chapman’s ice cream. Chapman's Ice Cream faces backlash and boycott over vaccination policy   CBC Radio  https://t.co/3KgvQ1J4EQ
c,-,"@theanthropolgt @WithoutContempt @davidalexr987 @Grimmstyle1 @JustinTrudeau Which countries, and which vaccines? Ontario stopped recommending AstraZeneca before the first death from VITT was reported. Any time there’s actual risk of these types of side effects the recommendations have adjusted accordingly. We are all aware of the risks, data is public."
p,-,@JaniceMLPCSeine @DougaldLamont @HStefansonMB Lol 5 months in of having QR codes and physical cards and you’re still struggling to show proof of vaccination during a global pandemic. Eeek.
p,+,@mnrajah Click Sante is open to make appointments for COVID vaccine for kids!!! I  just found out and got an appointment for December 26th.
i,0,COVID-19: AstraZeneca CEO on long-term protection from jab https://t.co/zKKx3rBYSg
i,-,Pfizer states it is days away from testing an anti-conservatism vaccine and that this will undoubtedly save the world from self-destruction. @RepMattGaetz @SenateGOP @HouseGOP @CPC_HQ @nationalpost @CanadianPM @CBCPolitics #cdnpoli
g,-,Q: Why wait until Friday to vaccination if doses are here now? Copping says they need to be distributed across 120 sites and then they can start administering them. BC is not starting until Monday.
p,0,TUNE-IN ALERT: Tune in to CJAD 800 at 5:00 p.m. for details from the premier and health minister on the vaccination plan for children aged 5-11 Listen live: https://t.co/Jo2QjawL8l https://t.co/wQ6SZchIN2
3,-,"@lisa_iannattone @cdube_sante @sante_qc As far as I can tell, Pfizer delivery to Quebec was stopped the 1st week of Aug. Did they just not request more to prepare for 3rd dose rollout?  @vaccintrackerqc or @i0livier, do you know if that was the last delivery? Also, I’m seeing forecasted allocation of 652,000 this week? https://t.co/aGvOI1Nc4L"
3,0,Carefirst Seniors &amp; Community Services Association in Scarborough [Toronto health unit] 240 3rd dose Pfizer or Moderna spots added First available date is 2021-11-22 Book at https://t.co/SgrwBViekT See https://t.co/4qFA9CynGL for detailed availability #COVID19Vaccine #vhcON
p,0,Appointments can be made through the COVID-19 vaccination portal online or by calling the Provincial Vaccine Contact Centre https://t.co/kC2MAuPtmO
p,0,"Dr. Reimer says the demand for appointments in Steinbach exceeded expectations, and the province is opening up more appointments at that regional vaccination site soon.  Tells parents to check back periodically as new appointments may be added."
o,0,@thevivafrei @JustinTrudeau Here it is! 🇨🇦👍👍  https://t.co/WZINRBBttY https://t.co/DNXThddeYm
i,-,Another four Manitobans with COVID-19 have died and health officials say 129 new infections have been identified.  https://t.co/QqYR1TawYI
g,-,Tory vaccination status in spotlight after MP tests positive on eve of new Parliament https://t.co/FOa5o4yg3R
i,-,"@FullJakeit @TexasBitcoiner @predicterer @BretWeinstein @joerogan A full &amp; coordinated effort eradicated smallpox, but guaranteed there were some individuals that didn’t develop immunity after vaccination. They are just protected by everyone else who did."
g,-,@RichardHanania Trump did the bare minimum that would be expected and fought himself every step of the way.     Moderna had the vaccine formulized in Feb or March 2020 based on the available strain data.  You don't think another country would have helped them commercialize it?  Or Pfizer?
g,-,"What a strange take.  NDP-run British Columbia is also vaccinating kids at clinics.  Why?  Because parents want to be there.  “We’ve had a strong signal from parents, they want to be present for this,” said Dr. Penny Ballam.  https://t.co/xfdGB03Gf5  #ableg https://t.co/85TaORbouA"
g,-,@MaureenJanssens Fined ???  Interment Camps ??? Welded Shut in Our Homes ??? Forced Vaccination ??? Confiscation of private property ???   Children and Pets removed from the home???    A majority of Canadians have decided to be Nazis.
o,-,@jonrappoport @GovCanHealth @moderna_tx @US_FDA @TorontoStar @TheTorontoSun Investigation into spike in newborn baby deaths in Scotland...  https://t.co/n6ToSX4zUG #COVID19 @PubHealthScot @GovCanHealth @US_FDA #newborns #stillbirths @TorontoStar @TheTorontoSun #mRNA #uspoli #cdnpoli #ukpoli #EUpoli #auspol #onpoli #TOpoli
3,-,@mckdeb4 Valleyblades Limited in Waterloo Ontario Canada is also one of those companies.  Rebecka Haight is terminating employee's over vaccination status.  https://t.co/neRHMea1Y5
i,0,"@Lucko_Rani @Eurotrash007 @picardonhealth @kristynwongtam @TOPublicHealth @EmmaRoseTeitel @TorontoStar ""Vaccination reduces the risk of delta variant infection and accelerates viral clearance."" Ipso facto, vaccinated are less likely to transmit the virus than unvaccinated."
p,0,"""Raised lettering, pale nimbus."" ""Impressive"", Bateman mutters. ""Let's see Paul Allen's vaccination status card."" https://t.co/cKzzxDagrx"
i,0,"@Lucko_Rani @Eurotrash007 @picardonhealth @kristynwongtam @TOPublicHealth @EmmaRoseTeitel @TorontoStar ""Vaccination reduces the risk of delta variant infection and accelerates viral clearance."" Ipso facto, vaccinated are less likely to transmit the virus than unvaccinated."
c,0,"According to Niagara Region Public Health, children can consent to vaccination as long as they are informed and the consent is offered voluntarily. #cdnpoli #onpoli   https://t.co/P48wtXtZFI"
i,0,"If a child has recently received another vaccine, like influenza, Hinshaw says it is best to wait 14 days before getting the COVID vaccine. She says this spacing allows them to watch for potential adverse effects."
g,-,"@IrfanDhalla Nah I'm good.  Got it twice now I'm done.  No 5th 6th or 7th waves or new sigma, beta or whatever strains no more Pfizer, J &amp; J or Moderna.  I'm done and adapting to life with Covid and getting on with life."
p,+,Parents: PLEASE read!! https://t.co/5Z4Yhn0gFQ
c,-,@IConcedeToNoOne And FN communities are (understandably) wary of government vaccination programs.   They know.   They remember.   So....a reasonably solid bet she's unvaxxed.
i,0,Vaccines will let kids be kids again! Children in Canada account for 20-30% of all new COVID cases causing them to miss out on so much.  This Pfizer COVID vaccine for the 5-11s will ↓ school closures and ↑ the #  of extracurriculars kids need for healthy development. https://t.co/tqD1L4NNb3
i,0,"Quebec regions struggling with lower vaccination rates, school outbreaks https://t.co/Qu586IuFP8"
g,0,"Soriot told BBC Radio 4's Today programme the ability of the AstraZeneca jab to stimulate a long-lasting T-cell response in older people ""could be"" the reason Britain was faring better than Europe."
g,0,"“Parents will receive information on vaccination and a consent form on behalf of their children,” says Head of Quebec vaccination program Daniel Paré."
o,+,"@astir0412 I got AZ for 1st and Pfizer 2nd, and it seemed to work out well for what it's worth. 😅"
c,-,Sarcastic tone: I have no idea why parents think kids are immune to covid and why uptake is so low 🤦🏻‍♂️ https://t.co/t401eQYQUF
i,-,@NicolePostmedia @edmontonjournal Not a single student in Edmonton with serious covid symptoms. Pfizer applied to the courts to have the covid data kept secret for 55 years. The Edm Journal and other media are suppressing information. Sick!
i,-,"@LP05687170 @lucashartleyhow @HumaineTechie @MarthaAlberts17 There's also no question the FDA knew from day 1 the vaccines are not effective. There is a link in here to the FDA document that shows for sure they knew the trials were leaving out cases of ""suspected symptomatic COVID-19"" that were not PCR confirmed.  https://t.co/pmFL9UsK0o"
i,-,@leeleykeel Interesting seeing the difference in death rates. You can see which countries don’t have a high vaccine uptake.  Pfizer needs a booster after 6-8 months. AZ was shown to be less than 70% effective. So…here we are.
p,0,"Mitchell Field Community Centre, East Bldg, CC Main entrance in Toronto [Toronto health unit] 282 3rd dose Pfizer or Moderna spots added First available date is 2021-11-25 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
i,-,@edmontonjournal @YEGFOT Not a single student in Edmonton with serious covid symptoms. Pfizer applied to the courts to have the covid data kept secret for 55 years. The Edm Journal and other media are suppressing information. Sick!
i,-,"@charles_gaba @LordScavamungus Interesting.  I don't know of a well-organized study but the public health authorities here in Canada seem to be operating on the belief that urban/rural is the main driver of vaccination % differences here, because of difficulty travelling to clinics in thinly-populated areas."
p,0,"Scarborough Town Centre, East side, Near entrance 2 in Toronto [Toronto health unit] 383 3rd dose Pfizer or Moderna spots added First available date is 2021-11-23 Book at https://t.co/m7DvqKptvh See https://t.co/egCHzJUDZI for detailed availability #COVID19Vaccine #vhcON"
p,0,"JUST IN: Pfizer’s vaccine for kids 5-11 arrived in Alberta today. This makes vaccines available for another 391,000 Albertans. Bookings open tomorrow at 8 am #covid19ab @edmontonjournal"
i,-,"@DLDLoud @sarahjanet The child had complex pre-existing medical conditions that played a significant role in the death. I do not know if the child would survived but for Covid, I am just addressing your question."
c,0,"So, Chapman’s ice cream all around then?  Chapman's Ice Cream faces backlash and boycott over vaccination policy   CBC Radio https://t.co/4vE3yaVuxh"
i,0,"Today’s Covid numbers: 253 new cases, 5.2% positivity rate, active alerts and outbreaks in 133 schools with 10+ cases. 475 in hospital including 94 in ICU"
g,-,"You started it. The difficulty ends when you end covid governance,  or we end it for you. https://t.co/DocNZtEtMK"
g,0,"Legault defending his use of emergency measures, saying that’s how he can impose masks in elementary schools, implement the vaccine passport, and offer Covid bonuses."
